"","Condition_GF_vs_wt","Condition_GF_vs_bA.A","Condition_GF_vs_bJ.A","Condition_GF_vs_bE.A","Condition_bA.A_vs_wt","Condition_bJ.A_vs_wt","Condition_bE.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_GF","Condition_bE.A_bJ.A_bA.A_vs_GF_wt"
"NVE22758",0,0,0,0,1,1,1,1,0,1
"NVE22759",0,1,0,0,1,1,1,1,1,1
"NVE22760",0,0,0,0,0,0,1,0,0,0
"NVE22761",1,0,0,0,1,0,1,1,0,0
"NVE22762",0,0,0,0,0,0,0,0,0,0
"NVE22763",0,0,0,0,0,0,0,0,0,0
"NVE22764",0,0,0,0,1,0,0,0,0,0
"NVE22765",0,0,0,0,0,0,0,0,0,0
"NVE22766",0,0,0,0,0,0,0,0,0,0
"NVE22767",0,0,0,0,0,0,0,0,0,0
"NVE22768",0,0,0,0,0,0,0,0,0,0
"NVE22769",0,0,0,0,1,0,1,1,0,1
"NVE22770",0,0,0,0,0,0,0,0,1,1
"NVE22771",0,0,0,0,0,0,0,0,0,0
"NVE22772",0,0,0,0,0,0,0,0,0,0
"NVE22773",0,0,0,0,0,0,0,0,0,0
"NVE22774",0,0,0,0,0,0,0,0,0,0
"NVE22775",0,0,0,0,0,0,0,0,0,0
"NVE22776",0,0,0,0,0,0,0,0,0,0
"NVE22777",0,0,0,0,0,0,0,0,0,0
"NVE22778",0,0,0,0,0,0,0,0,0,0
"NVE22779",0,0,0,0,0,0,0,0,0,0
"NVE22780",0,0,0,0,0,0,0,0,0,0
"NVE22781",0,0,0,0,0,0,0,0,0,0
"NVE22782",0,0,0,0,0,0,1,1,0,0
"NVE22783",0,0,0,0,0,0,0,0,0,0
"NVE22784",0,0,0,0,0,0,0,0,0,0
"NVE22785",0,0,0,0,0,0,0,0,0,0
"NVE22787",0,0,0,0,0,0,0,0,0,0
"NVE22788",0,1,0,0,1,0,1,1,1,1
"NVE22789",0,0,0,0,0,0,0,0,0,0
"NVE22790",0,0,0,0,0,1,0,0,0,0
"NVE22792",0,0,0,0,0,0,0,0,0,0
"NVE22794",0,0,0,0,1,1,1,1,0,1
"NVE22795",0,0,0,0,0,0,0,0,0,0
"NVE22796",0,1,0,0,1,0,1,1,1,1
"NVE22797",0,0,0,0,0,0,0,0,0,0
"NVE22798",0,0,0,0,0,0,0,0,0,0
"NVE22799",0,0,0,0,0,0,0,0,0,0
"NVE22801",0,0,0,0,0,0,0,0,0,0
"NVE22802",0,0,0,0,0,0,0,0,0,0
"NVE22803",0,0,0,0,0,0,0,0,0,0
"NVE22804",0,0,0,0,0,0,1,1,0,1
"NVE22805",0,1,0,1,0,0,0,0,1,1
"NVE22806",0,0,0,0,0,0,0,0,0,0
"NVE22807",0,0,0,0,1,0,0,0,0,0
"NVE22808",0,0,0,0,1,0,0,0,0,0
"NVE22810",0,0,0,0,0,0,0,0,0,0
"NVE22811",0,0,0,0,0,0,0,0,0,0
"NVE22812",0,0,0,0,0,0,0,0,0,0
"NVE22813",0,0,0,0,0,0,0,0,0,0
"NVE22814",0,0,0,0,0,0,0,0,0,0
"NVE22815",0,0,0,0,0,0,0,0,0,0
"NVE22816",0,0,0,0,0,0,0,0,0,0
"NVE22817",0,0,0,0,0,0,0,0,0,0
"NVE22818",0,0,0,0,0,0,0,0,0,0
"NVE22819",0,0,0,0,0,0,0,0,0,0
"NVE22820",0,0,0,0,0,0,0,0,0,0
"NVE22821",0,0,0,0,0,0,0,0,0,0
"NVE22822",0,0,0,0,0,0,0,0,0,0
"NVE22823",0,0,0,0,1,0,1,1,1,1
"NVE22825",0,0,0,0,0,0,0,0,0,0
"NVE22826",0,0,0,0,0,0,0,0,0,0
"NVE22827",0,0,0,0,0,0,0,0,0,0
"NVE22828",0,0,0,0,0,0,0,0,0,0
"NVE22829",0,0,0,0,0,0,0,0,0,0
"NVE22830",0,0,0,0,1,0,0,1,0,0
"NVE22831",0,0,0,0,0,0,0,0,0,0
"NVE22832",1,0,0,0,1,1,1,1,0,1
"NVE22833",0,0,0,0,0,0,0,0,0,0
"NVE22834",0,0,0,0,0,0,0,0,0,0
"NVE22835",0,0,0,0,0,0,0,0,0,0
"NVE22836",0,0,0,0,0,0,1,0,0,0
"NVE22837",0,0,0,0,0,0,0,0,0,0
"NVE22838",0,1,0,0,1,0,0,1,1,1
"NVE22839",0,0,0,0,0,0,0,0,0,0
"NVE22840",0,0,0,0,0,0,0,0,0,0
"NVE22842",0,0,0,0,0,0,0,0,0,0
"NVE22843",0,0,0,0,0,0,0,0,0,0
"NVE22844",0,0,0,0,0,0,0,0,0,0
"NVE22845",0,0,0,0,0,0,0,0,0,0
"NVE22846",0,0,0,0,0,0,0,0,0,0
"NVE22847",0,0,0,0,0,0,0,0,0,0
"NVE22848",0,0,0,0,0,0,0,0,0,0
"NVE22849",0,0,0,0,0,0,0,0,0,0
"NVE22850",0,0,0,0,0,0,0,0,0,0
"NVE22851",0,0,0,0,0,0,0,0,0,0
"NVE22852",0,1,0,0,1,0,1,1,1,1
"NVE22853",0,0,0,0,1,1,1,1,1,1
"NVE22855",0,0,0,0,1,0,0,1,0,0
"NVE22856",1,0,0,0,1,1,1,1,1,1
"NVE22857",0,0,0,0,0,0,0,0,0,0
"NVE22858",0,0,0,0,0,0,1,1,0,1
"NVE22859",0,0,0,0,0,0,0,0,0,0
"NVE22860",0,0,0,0,0,0,0,0,0,0
"NVE22861",1,0,0,0,1,0,1,1,0,1
"NVE22862",0,0,0,0,0,0,0,0,0,0
"NVE22863",0,0,0,0,1,1,1,1,0,1
"NVE22864",0,0,0,0,0,0,0,0,0,0
"NVE22865",0,0,0,0,0,0,0,0,0,0
"NVE22866",0,0,0,0,0,0,0,0,0,0
"NVE22867",0,0,0,0,0,0,0,0,0,0
"NVE22868",0,0,0,0,0,0,0,0,0,0
"NVE22869",0,0,0,0,0,0,0,0,0,0
"NVE22870",0,0,0,0,0,0,0,0,0,0
"NVE22871",0,1,0,0,0,0,0,0,0,0
"NVE22872",0,0,0,0,0,0,0,0,0,0
"NVE22873",0,0,0,0,0,0,0,0,0,0
"NVE22874",0,0,0,0,0,0,0,0,0,0
"NVE22875",0,0,0,0,1,0,0,0,0,0
"NVE22876",1,0,0,0,1,1,0,1,0,0
"NVE22877",0,0,0,0,1,0,0,1,0,0
"NVE22878",0,0,0,0,0,0,0,0,0,0
"NVE22879",0,0,0,0,1,1,1,1,1,1
"NVE22880",0,0,0,0,0,0,0,0,0,0
"NVE22881",0,0,0,0,0,0,0,0,0,0
"NVE22882",0,0,0,0,0,0,0,0,0,0
"NVE22883",1,0,0,0,1,0,0,0,0,0
"NVE22884",0,0,0,0,0,0,0,0,0,0
"NVE22885",0,0,0,0,0,0,0,0,0,0
"NVE22886",0,0,0,0,1,0,0,1,0,1
"NVE22887",0,0,0,0,1,0,0,1,0,0
"NVE22888",0,0,0,0,0,0,0,0,0,0
"NVE22889",0,0,0,0,0,0,0,0,0,0
"NVE22890",0,0,0,0,0,0,0,0,0,0
"NVE22891",0,0,0,0,0,0,0,0,0,0
"NVE22892",0,0,0,0,0,0,0,0,0,0
"NVE22893",1,0,0,0,1,1,1,1,0,1
"NVE22894",0,1,0,0,1,0,1,1,1,1
"NVE22895",0,0,0,0,1,0,1,1,0,1
"NVE22896",0,0,0,0,1,0,0,0,0,0
"NVE22897",1,0,0,0,1,1,1,1,0,1
"NVE22898",0,0,0,0,0,0,1,0,0,0
"NVE22899",0,0,0,0,0,0,0,0,0,0
"NVE22900",0,0,0,0,1,0,0,1,0,0
"NVE22901",0,0,0,0,0,0,0,0,0,0
"NVE22902",0,0,0,0,0,0,0,0,0,0
"NVE22903",0,0,0,0,0,0,0,0,0,0
"NVE22904",0,0,0,0,0,0,0,0,0,0
"NVE22905",0,0,0,0,0,0,0,0,0,0
"NVE22906",0,0,0,0,0,0,0,0,0,0
"NVE22907",0,0,0,0,0,0,0,0,0,0
"NVE22908",0,0,0,0,0,0,0,0,0,0
"NVE22909",0,0,0,0,0,0,0,0,0,0
"NVE22910",0,0,0,0,0,0,0,0,0,0
"NVE22911",0,0,0,0,0,0,0,0,0,0
"NVE22912",0,0,0,0,0,0,0,0,0,0
"NVE22913",0,0,0,0,0,0,0,0,0,0
"NVE22914",0,0,0,0,0,0,0,0,0,0
"NVE22915",0,0,0,0,0,0,1,1,0,1
"NVE22916",0,0,0,0,0,0,0,0,0,0
"NVE22917",0,0,0,0,0,1,0,1,1,1
"NVE22918",0,0,0,0,1,0,0,0,0,0
"NVE22919",0,0,0,0,0,0,0,0,0,0
"NVE22920",0,0,0,0,0,0,0,0,0,0
"NVE22921",0,0,0,0,0,0,0,0,0,0
"NVE22922",0,0,0,0,0,0,0,0,0,0
"NVE22923",0,0,0,0,0,0,0,0,0,0
"NVE22924",0,0,0,0,0,0,0,0,0,0
"NVE22925",0,0,0,0,0,0,0,0,0,0
"NVE22926",0,0,0,0,0,0,0,0,0,0
"NVE22927",0,0,0,0,1,0,0,0,0,0
"NVE22928",0,0,0,0,0,0,0,0,0,0
"NVE22929",0,0,0,0,0,0,0,0,0,0
"NVE22930",0,0,0,0,1,1,0,1,0,0
"NVE22931",0,0,0,0,0,0,0,0,0,0
"NVE22933",0,0,0,0,0,0,0,0,0,0
"NVE22934",0,0,0,0,0,0,0,0,0,0
"NVE22935",0,0,0,0,0,0,0,0,0,0
"NVE22936",0,0,0,0,0,0,0,0,0,0
"NVE22937",0,0,0,0,0,0,0,0,0,0
"NVE22938",0,0,0,0,0,0,0,0,0,0
"NVE22939",0,0,0,0,0,0,1,1,0,1
"NVE22940",0,0,0,0,0,0,0,0,0,0
"NVE22941",0,0,0,0,0,0,0,0,0,0
"NVE22942",0,0,0,0,0,0,0,0,0,0
"NVE22943",0,0,0,0,0,0,0,1,0,0
"NVE22944",0,0,0,0,0,0,0,0,0,0
"NVE22945",0,0,0,0,0,0,0,0,0,0
"NVE22946",0,0,0,0,0,0,0,0,0,0
"NVE22947",0,0,0,0,0,0,0,0,0,0
"NVE22948",0,0,0,0,1,0,1,1,1,1
"NVE22949",0,0,0,0,0,0,0,0,0,0
"NVE22950",0,0,0,0,0,0,0,0,0,0
"NVE22951",0,0,0,0,0,0,0,0,0,0
"NVE22952",0,0,0,0,0,0,0,0,0,0
"NVE22953",0,0,0,0,0,0,0,0,0,0
"NVE22954",0,0,0,0,0,0,0,1,0,0
"NVE22955",0,0,0,0,0,0,0,0,0,0
"NVE22956",0,0,0,0,1,1,1,1,1,1
"NVE22957",1,0,0,0,1,1,1,1,0,0
"NVE22958",1,0,0,0,1,1,1,1,1,1
"NVE22959",0,0,0,0,0,0,0,0,0,0
"NVE22961",0,0,0,0,0,0,0,0,0,0
"NVE22962",0,0,0,0,0,0,0,0,0,0
"NVE22963",0,0,0,0,0,0,0,0,0,0
"NVE22964",0,0,0,0,0,0,0,0,0,0
"NVE22965",0,0,0,0,0,0,0,0,0,0
"NVE22966",0,0,0,0,0,0,0,0,0,0
"NVE22967",0,0,0,0,0,0,0,0,0,0
"NVE22968",0,0,0,0,0,0,0,0,0,0
"NVE22969",0,0,0,0,0,0,0,0,0,0
"NVE22970",0,0,0,0,0,0,0,0,0,0
"NVE22971",0,0,0,0,0,0,0,0,0,0
"NVE22972",0,0,0,0,0,0,0,0,0,0
"NVE22973",0,0,0,0,0,1,1,1,1,1
"NVE22974",1,0,0,0,1,1,1,1,0,1
"NVE22975",0,0,0,0,0,0,0,0,0,0
"NVE22976",0,1,0,0,1,1,1,1,1,1
"NVE22977",0,0,0,0,0,0,0,0,1,0
"NVE22978",0,0,0,1,0,0,0,1,1,1
"NVE22979",0,0,0,0,1,0,1,1,0,1
"NVE22980",0,0,0,0,0,0,0,0,0,0
"NVE22981",0,0,0,0,0,0,0,0,0,0
"NVE22982",0,0,0,0,0,0,0,0,0,0
"NVE22983",0,0,0,0,0,0,0,0,0,0
"NVE22984",0,0,0,0,0,0,0,0,0,0
"NVE22985",0,0,0,0,0,0,0,0,0,0
"NVE22986",0,0,0,0,0,0,0,0,0,0
"NVE22987",0,0,0,0,0,0,1,0,0,0
"NVE22988",0,0,0,0,0,0,0,0,0,0
"NVE22989",0,0,0,0,1,0,1,1,0,1
"NVE22990",0,0,0,0,0,0,0,0,0,0
"NVE22991",0,1,0,1,1,1,1,1,1,1
"NVE22992",0,0,0,0,0,0,0,0,0,0
"NVE22993",0,0,0,0,1,0,0,1,0,1
"NVE22994",0,0,0,0,0,0,0,0,0,0
"NVE22995",1,1,0,1,0,0,0,0,1,0
"NVE22996",0,0,0,0,0,0,0,0,0,0
"NVE22997",0,0,0,0,1,0,0,0,0,0
"NVE22998",0,0,0,0,0,0,0,0,0,0
"NVE22999",0,0,0,0,0,0,0,0,0,0
"NVE23000",0,0,0,0,0,0,0,0,0,0
"NVE23001",0,0,0,0,0,0,0,0,0,0
"NVE23002",0,0,0,0,0,0,0,0,0,0
"NVE23003",0,0,0,0,1,0,1,1,0,0
"NVE23004",1,0,0,0,1,1,1,1,1,1
"NVE23005",0,1,0,1,1,0,1,1,1,1
"NVE23006",0,1,0,0,1,1,0,1,1,1
"NVE23007",0,0,0,0,1,0,0,1,0,0
"NVE23008",1,1,0,0,1,1,1,1,1,1
"NVE23009",0,0,0,0,0,0,0,0,0,0
"NVE23010",0,0,0,0,1,1,1,1,1,1
"NVE23011",0,0,0,0,0,0,0,0,0,0
"NVE23012",0,0,0,0,0,0,0,0,0,0
"NVE23013",0,0,0,0,1,0,0,0,0,0
"NVE23014",0,0,0,0,1,0,0,0,0,0
"NVE23015",0,0,0,0,1,0,0,0,0,0
"NVE23016",1,0,0,0,1,1,1,1,0,1
"NVE23017",0,1,0,0,0,0,0,0,1,1
"NVE23018",0,0,0,0,0,0,0,0,0,0
"NVE23019",0,0,0,0,0,0,0,0,0,0
"NVE23020",0,0,0,0,0,0,0,0,0,0
"NVE23021",0,0,0,0,0,0,0,0,0,0
"NVE23022",0,0,0,0,0,0,0,0,0,0
"NVE23023",1,1,0,0,1,1,0,1,0,1
"NVE23024",0,0,0,0,0,0,0,0,0,0
"NVE23025",0,0,0,0,1,0,0,0,0,0
"NVE23026",0,0,0,0,0,0,0,0,0,0
"NVE23027",0,0,0,0,0,0,0,0,0,0
"NVE23028",0,1,0,1,1,1,1,1,1,1
"NVE23029",0,0,0,0,0,0,0,0,0,0
"NVE23030",0,0,0,0,0,0,1,0,0,0
"NVE23031",0,0,0,0,0,0,0,0,0,0
"NVE23032",0,0,0,0,0,0,0,0,0,0
"NVE23033",0,1,0,0,1,0,1,1,1,1
"NVE23034",0,0,0,0,1,1,0,1,0,1
"NVE23035",0,0,0,0,0,0,0,0,0,0
"NVE23036",0,0,0,0,0,0,0,0,0,0
"NVE23037",0,0,0,0,0,0,0,0,0,0
"NVE23038",0,0,0,0,1,0,1,1,0,1
"NVE23039",0,0,0,0,0,0,0,0,0,0
"NVE23040",0,0,0,0,1,0,0,0,0,0
"NVE23041",0,0,0,0,0,0,0,0,0,0
"NVE23042",0,0,0,0,0,0,0,0,0,0
"NVE23043",1,0,0,0,1,0,1,1,0,0
"NVE23044",1,0,0,0,1,1,1,1,0,0
"NVE23045",0,0,0,0,0,0,0,0,0,0
"NVE23046",0,1,0,0,1,1,1,1,1,1
"NVE23047",0,0,0,0,1,0,0,1,0,1
"NVE23048",0,1,0,0,1,0,1,1,1,1
"NVE23049",1,0,0,0,1,1,1,1,0,1
"NVE23050",1,0,0,0,0,1,1,1,0,0
"NVE23051",1,0,0,0,0,0,0,0,0,0
"NVE23052",0,1,0,0,1,1,0,1,1,1
"NVE23053",1,0,0,0,1,1,1,1,0,1
"NVE23054",0,0,0,0,0,0,0,0,0,1
"NVE23055",1,0,0,0,1,0,1,1,0,0
"NVE23056",0,0,0,0,0,0,0,0,0,0
"NVE23057",0,0,0,0,0,0,0,0,0,0
"NVE23058",0,0,0,0,0,0,0,0,0,0
"NVE23059",0,0,0,0,0,0,0,0,0,0
"NVE23060",0,0,0,0,0,0,0,0,0,0
"NVE23061",0,0,0,0,0,0,0,0,0,0
"NVE23062",0,0,0,0,0,0,0,0,0,0
"NVE23064",0,0,0,0,0,0,1,0,0,0
"NVE23065",0,0,0,0,0,0,0,0,0,0
"NVE23066",0,0,0,0,0,0,1,0,0,0
"NVE23067",0,0,0,0,0,0,0,0,0,0
"NVE23068",0,0,0,0,0,0,0,0,0,0
"NVE23069",0,0,0,0,0,0,0,0,0,0
"NVE23070",0,0,0,0,1,1,1,1,1,1
"NVE23071",0,0,0,0,0,0,0,0,0,0
"NVE23072",0,0,0,0,0,0,0,0,0,0
"NVE23073",0,0,0,0,0,0,0,0,0,0
"NVE23074",0,0,0,0,0,0,0,0,0,0
"NVE23075",0,0,0,0,0,0,0,0,0,0
"NVE23076",0,0,0,0,0,0,0,0,0,0
"NVE23077",0,0,0,0,0,0,0,0,0,0
"NVE23078",0,0,0,0,1,0,0,0,0,0
"NVE23079",0,0,0,0,0,0,0,1,0,1
"NVE23080",0,0,0,0,0,0,0,0,0,0
"NVE23081",0,0,0,0,0,0,0,0,0,0
"NVE23082",0,0,0,0,0,0,0,0,0,0
"NVE23083",0,0,0,0,0,0,0,0,0,0
"NVE23084",0,0,0,0,0,0,0,0,0,0
"NVE23085",1,0,0,0,0,0,0,0,0,0
"NVE23086",0,0,0,0,1,0,0,0,0,0
"NVE23087",0,0,0,0,0,0,0,0,0,0
"NVE23088",0,0,0,0,0,0,0,0,0,0
"NVE23089",0,0,0,0,0,0,0,0,0,0
"NVE23090",0,0,0,0,1,0,0,0,0,0
"NVE23091",0,0,0,0,0,0,0,0,0,0
"NVE23092",0,0,0,0,1,0,0,0,0,0
"NVE23093",0,0,0,0,0,0,0,0,0,0
"NVE23094",0,0,0,0,0,0,0,0,0,0
"NVE23096",0,0,0,0,0,0,0,0,0,0
"NVE23097",0,0,0,0,1,0,1,1,0,1
"NVE23098",0,0,0,0,0,0,0,0,0,0
"NVE23099",0,0,0,0,0,0,0,0,0,0
"NVE23100",0,0,0,0,1,0,0,1,0,0
"NVE23101",1,0,0,0,1,1,1,1,0,1
"NVE23102",1,0,0,0,1,0,0,1,0,0
"NVE23103",0,1,0,0,1,1,0,1,1,1
"NVE23104",0,0,0,0,0,0,0,0,0,0
"NVE23105",0,0,0,0,0,0,0,0,0,0
"NVE23106",0,0,0,0,0,0,0,0,0,0
"NVE23107",0,0,0,0,1,0,1,1,0,1
"NVE23108",0,0,0,0,0,0,0,0,0,0
"NVE23109",0,0,0,0,0,0,0,0,0,0
"NVE23110",0,0,0,0,0,0,0,0,0,0
"NVE23111",0,0,0,0,0,0,0,0,0,0
"NVE23112",0,0,0,0,0,0,0,0,0,0
"NVE23113",0,0,0,0,0,0,0,0,0,0
"NVE23114",0,0,0,0,0,0,0,0,0,0
"NVE23115",0,0,0,0,0,0,0,0,0,0
"NVE23116",0,0,0,0,0,0,0,0,0,0
"NVE23119",0,0,0,0,0,0,0,0,0,0
"NVE23120",0,0,0,0,0,0,0,0,0,0
"NVE23121",0,0,0,0,0,0,0,0,0,0
"NVE23122",0,0,0,0,0,0,0,0,0,0
"NVE23123",0,1,0,0,1,0,1,1,1,1
"NVE23124",0,1,0,0,1,0,0,1,0,1
"NVE23125",0,0,0,0,0,0,0,0,0,0
"NVE23126",0,0,0,0,0,0,0,0,0,0
"NVE23127",0,0,0,0,0,0,0,0,0,0
"NVE23128",0,0,0,0,0,0,0,0,0,0
"NVE23129",0,0,0,0,1,0,0,0,0,0
"NVE23130",0,1,0,0,1,0,1,1,1,1
"NVE23131",0,0,0,0,0,0,0,0,0,0
"NVE23132",0,0,0,0,0,0,0,0,0,0
"NVE23133",0,0,1,0,1,1,1,1,1,1
"NVE23134",0,0,0,0,0,0,0,0,0,0
"NVE23135",1,0,0,0,1,1,1,1,1,1
"NVE23136",0,0,0,0,0,0,0,0,0,0
"NVE23137",0,0,0,0,0,0,0,0,0,0
"NVE23138",0,0,0,0,0,0,0,0,0,0
"NVE23139",0,0,0,0,0,0,0,0,0,0
"NVE23140",0,0,0,0,0,0,0,0,0,0
"NVE23141",1,0,0,0,1,0,1,1,0,1
"NVE23142",0,0,0,0,1,0,1,1,0,1
"NVE23143",0,0,0,0,0,0,0,0,0,0
"NVE23144",0,0,0,0,1,0,0,0,0,0
"NVE23145",0,1,0,0,1,0,0,0,0,0
"NVE23146",1,0,0,0,1,1,1,1,0,0
"NVE23147",0,0,0,0,0,0,0,0,0,0
"NVE23148",0,0,1,1,0,1,1,1,1,1
"NVE23149",0,0,0,0,0,0,0,0,0,0
"NVE23150",0,0,0,0,0,0,0,0,0,0
"NVE23151",0,0,0,0,1,0,0,0,0,0
"NVE23152",0,0,0,0,0,0,0,0,0,0
"NVE23153",0,0,0,0,0,0,0,0,0,0
"NVE23154",0,0,0,0,0,0,0,0,0,0
"NVE23155",0,0,0,0,0,0,0,0,0,0
"NVE23156",0,0,0,0,0,0,0,0,0,0
"NVE23157",0,0,0,0,0,0,0,0,0,0
"NVE23158",0,0,0,0,0,0,0,0,0,0
"NVE23159",1,1,0,0,0,0,1,0,0,0
"NVE23160",0,0,0,0,1,1,1,1,0,1
"NVE23161",0,0,0,0,0,0,0,0,0,0
"NVE23162",0,1,0,0,1,0,0,0,0,0
"NVE23163",0,0,0,0,1,0,0,1,0,0
"NVE23164",0,0,0,0,0,0,0,0,0,0
"NVE23165",0,0,0,0,0,0,0,0,0,0
"NVE23166",0,0,0,0,0,0,1,1,0,1
"NVE23167",0,0,0,1,0,0,1,1,1,1
"NVE23168",0,0,0,0,0,0,0,0,0,0
"NVE23169",0,0,0,0,0,0,0,0,0,0
"NVE23170",0,0,0,0,1,0,1,1,1,1
"NVE23171",0,1,0,0,1,0,1,1,1,1
"NVE23172",1,0,0,0,1,1,1,1,0,1
"NVE23173",0,0,0,0,1,0,1,1,0,1
"NVE23174",0,0,0,0,0,0,0,0,0,0
"NVE23175",0,0,0,0,0,0,0,0,0,0
"NVE23176",0,0,0,0,1,0,1,1,0,0
"NVE23177",0,0,0,0,1,0,1,1,0,1
"NVE23178",0,0,0,0,0,0,0,0,0,0
"NVE23179",0,0,0,0,0,0,0,0,0,0
"NVE23180",0,0,0,0,0,0,0,0,0,0
"NVE23181",0,1,0,0,1,1,0,1,1,1
"NVE23182",0,0,0,0,1,0,0,1,0,1
"NVE23183",0,0,0,0,0,0,0,0,0,0
"NVE23184",0,0,0,0,0,0,0,0,0,0
"NVE23185",0,0,0,0,0,0,0,0,0,0
"NVE23186",0,0,0,0,0,0,0,0,0,0
"NVE23187",0,0,0,0,0,1,0,0,0,0
"NVE23188",0,0,0,0,0,0,0,0,0,0
"NVE23189",0,0,0,0,1,0,0,0,0,0
"NVE23190",0,0,0,0,1,0,1,1,0,1
"NVE23191",1,0,0,0,1,1,0,1,0,0
"NVE23192",0,0,0,0,0,0,0,0,0,0
"NVE23193",0,0,0,0,0,0,1,0,0,0
"NVE23194",0,0,0,0,1,0,0,0,0,0
"NVE23195",0,0,0,0,0,0,0,0,0,0
"NVE23196",0,1,0,0,1,0,0,0,0,0
"NVE23197",0,0,0,0,0,0,0,0,0,1
"NVE23198",0,0,0,0,0,0,0,0,0,0
"NVE23199",1,0,0,0,1,1,1,1,1,1
"NVE23200",1,0,0,0,1,1,1,1,0,1
"NVE23201",0,1,0,1,1,0,1,1,1,1
"NVE23202",0,0,0,0,0,0,0,0,0,0
"NVE23203",0,0,0,0,0,0,0,0,1,1
"NVE23204",0,0,0,0,0,0,0,0,0,0
"NVE23205",0,0,0,0,0,0,0,0,0,0
"NVE23206",1,0,0,0,1,1,1,1,0,1
"NVE23207",0,0,0,0,0,0,1,0,0,0
"NVE23208",0,0,0,0,0,0,0,0,0,0
"NVE23209",0,0,0,0,0,0,0,0,0,0
"NVE23210",0,0,0,0,0,0,0,0,0,0
"NVE23211",0,0,0,1,0,0,0,0,1,1
"NVE23212",0,0,0,0,0,0,0,0,0,0
"NVE23213",0,0,0,0,0,0,0,0,0,0
"NVE23214",0,0,0,0,1,0,0,0,0,0
"NVE23215",0,0,0,0,0,0,0,0,0,0
"NVE23216",0,0,0,0,0,1,1,1,1,1
"NVE23217",0,1,0,0,1,0,0,1,1,1
"NVE23218",0,0,0,0,0,1,0,0,0,0
"NVE23219",0,0,0,0,0,0,0,0,0,0
"NVE23220",0,0,0,0,0,0,1,1,0,0
"NVE23221",0,0,0,0,0,0,0,0,0,0
"NVE23222",0,0,0,0,1,0,1,1,0,1
"NVE23223",0,0,0,0,0,0,0,0,0,0
"NVE23224",0,0,0,0,0,0,0,0,0,0
"NVE23225",0,0,0,0,0,0,0,0,0,0
"NVE23226",0,0,0,0,0,0,0,0,0,0
"NVE23227",0,0,0,0,0,0,0,0,0,0
"NVE23228",0,0,0,0,0,0,0,0,0,0
"NVE23229",0,0,0,0,0,0,0,0,0,0
"NVE23230",0,0,0,0,0,0,0,0,0,0
"NVE23231",0,0,0,0,0,0,0,0,0,0
"NVE23232",0,0,0,0,0,0,0,0,0,0
"NVE23233",1,0,0,0,0,0,1,1,0,0
"NVE23234",0,0,0,0,0,0,0,0,0,0
"NVE23235",0,0,0,0,0,0,0,0,0,0
"NVE23236",0,0,0,0,0,0,0,0,0,0
"NVE23237",0,0,0,0,0,0,0,0,0,0
"NVE23238",0,0,0,0,0,0,0,0,0,0
"NVE23239",0,0,0,0,0,0,0,0,0,0
"NVE23240",0,0,0,1,1,1,1,1,1,1
"NVE23241",0,0,0,0,0,0,0,0,0,0
"NVE23243",0,0,0,0,0,0,0,0,0,0
"NVE23244",0,0,0,0,0,0,0,0,0,0
"NVE23245",0,0,0,0,0,0,0,0,0,0
"NVE23246",0,0,0,0,0,0,0,0,0,0
"NVE23247",0,0,0,0,0,0,0,0,0,0
"NVE23248",0,0,0,0,0,0,0,0,0,0
"NVE23249",0,0,0,0,0,0,0,0,0,0
"NVE23250",1,0,0,0,1,0,1,0,0,0
"NVE23251",0,0,0,0,0,0,0,0,0,0
"NVE23252",0,0,0,0,1,1,0,1,0,1
"NVE23253",0,0,0,0,0,0,0,0,0,0
"NVE23254",0,0,0,0,0,0,0,0,0,0
"NVE23255",0,0,0,0,0,0,0,0,0,0
"NVE23256",0,0,0,0,0,0,0,0,0,0
"NVE23257",0,0,1,0,0,1,1,1,1,1
"NVE23258",0,0,0,0,0,0,0,0,0,0
"NVE23259",0,0,0,0,0,0,0,0,0,0
"NVE23260",0,0,0,0,0,0,0,0,0,0
"NVE23261",0,0,0,0,1,0,0,0,0,0
"NVE23262",0,0,0,0,0,0,0,0,0,0
"NVE23263",0,0,0,0,0,0,0,0,0,0
"NVE23264",0,0,0,0,0,0,0,0,0,0
"NVE23265",0,0,0,0,0,0,0,0,0,0
"NVE23266",0,0,0,0,0,0,0,0,0,0
"NVE23267",0,0,0,0,0,0,0,0,0,0
"NVE23268",1,0,0,0,1,1,1,1,0,1
"NVE23269",0,0,0,0,0,0,0,0,0,0
"NVE23270",0,0,0,0,0,0,0,0,0,0
"NVE23271",0,1,0,0,1,0,0,1,0,1
"NVE23272",0,0,0,0,1,0,0,1,0,0
"NVE23273",0,1,1,0,1,1,1,1,1,1
"NVE23274",0,0,0,0,0,0,1,1,0,0
"NVE23275",0,1,1,1,1,1,1,1,1,1
"NVE23276",0,0,0,0,0,0,0,0,0,0
"NVE23277",1,0,0,0,1,1,1,1,0,0
"NVE23278",1,0,0,0,1,0,1,1,0,1
"NVE23279",0,0,0,0,1,0,1,1,0,1
"NVE23280",0,0,0,1,0,0,0,0,1,1
"NVE23281",0,1,0,0,1,0,1,1,1,1
"NVE23282",0,0,0,0,0,0,1,0,0,0
"NVE23283",1,0,0,0,1,0,1,1,0,1
