"","Condition_GF_vs_wt","Condition_GF_vs_bA.A","Condition_GF_vs_bJ.A","Condition_GF_vs_bE.A","Condition_bA.A_vs_wt","Condition_bJ.A_vs_wt","Condition_bE.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_GF","Condition_bE.A_bJ.A_bA.A_vs_GF_wt"
"NVE2670",0,0,0,0,0,0,0,0,0,0
"NVE2671",0,1,0,0,1,0,0,0,0,0
"NVE2672",0,0,0,0,0,0,0,0,0,0
"NVE2673",0,1,1,0,0,1,0,1,1,1
"NVE2674",0,0,0,0,0,0,0,0,0,0
"NVE2675",1,1,0,0,1,1,1,1,1,1
"NVE2676",0,0,0,0,1,0,0,0,0,0
"NVE2677",0,0,0,0,0,1,0,1,0,0
"NVE2678",0,0,0,0,0,0,0,0,0,0
"NVE2679",0,1,0,0,1,0,0,1,1,1
"NVE2680",0,0,0,0,0,0,0,0,0,0
"NVE2681",0,0,0,0,0,0,0,0,0,0
"NVE2682",1,0,0,0,1,0,0,1,0,0
"NVE2683",0,0,0,0,0,0,0,0,0,0
"NVE2684",0,1,0,0,1,0,1,1,0,1
"NVE2685",0,0,0,0,1,0,0,0,0,0
"NVE2686",0,0,0,0,0,0,0,0,0,0
"NVE2687",0,0,0,0,1,0,0,1,0,0
"NVE2688",0,0,0,0,0,0,0,0,0,0
"NVE2689",0,1,0,1,1,0,1,1,1,1
"NVE2690",0,0,0,0,0,0,0,0,0,0
"NVE2691",1,0,0,0,1,0,1,1,0,0
"NVE2692",1,1,0,0,1,1,1,1,1,1
"NVE2693",1,0,0,0,0,0,0,0,0,0
"NVE2694",0,0,0,0,1,0,0,1,0,1
"NVE2695",0,0,0,0,0,0,0,0,0,0
"NVE2696",0,0,0,0,0,0,0,0,0,0
"NVE2697",0,0,0,0,0,0,0,0,0,0
"NVE2698",0,0,0,0,0,0,0,0,0,0
"NVE2699",1,0,0,0,1,1,1,1,0,1
"NVE2700",0,0,0,0,0,0,0,0,0,0
"NVE2701",1,0,0,0,1,0,1,1,0,0
"NVE2702",1,0,0,0,1,1,1,1,0,1
"NVE2703",0,1,0,1,1,1,1,1,1,1
"NVE2704",0,1,0,0,1,1,1,1,1,1
"NVE2705",0,0,0,0,1,0,0,0,0,0
"NVE2706",0,0,0,0,1,1,1,1,0,1
"NVE2707",0,0,0,0,0,0,0,0,0,0
"NVE2708",0,0,0,0,0,0,0,0,0,0
"NVE2709",0,0,0,0,0,0,0,0,0,0
"NVE2710",0,0,0,0,0,0,0,0,0,0
"NVE2711",0,0,0,0,0,0,0,0,0,0
"NVE2712",1,0,0,0,1,1,0,1,0,0
"NVE2713",0,0,0,0,1,0,0,0,0,0
"NVE2714",0,1,0,0,1,0,0,0,0,0
"NVE2715",0,0,0,0,1,0,0,1,0,1
"NVE2716",0,0,0,0,0,0,0,0,0,0
"NVE2717",1,0,0,0,1,1,1,1,0,1
"NVE2718",0,0,0,0,0,0,0,0,0,0
"NVE2719",0,0,0,0,0,0,0,0,0,0
"NVE2720",0,0,0,0,0,0,0,0,0,0
"NVE2721",0,0,0,0,0,0,0,0,0,0
"NVE2722",0,0,0,0,0,0,0,0,0,0
"NVE2723",1,0,0,0,1,1,1,1,0,1
"NVE2724",0,0,0,0,0,0,0,0,0,0
"NVE2725",0,0,0,0,0,0,0,0,0,0
"NVE2726",0,0,0,0,1,0,1,1,0,1
"NVE2727",0,0,0,0,1,0,1,1,1,1
"NVE2728",0,0,0,0,0,0,0,0,0,0
"NVE2729",0,0,0,0,0,0,0,0,0,0
"NVE2730",0,0,0,0,1,1,1,1,1,1
"NVE2731",0,0,0,0,0,0,0,0,0,0
"NVE2732",0,0,0,0,0,0,0,0,0,0
"NVE2733",0,0,0,0,1,0,0,1,0,1
"NVE2734",0,0,0,0,0,0,0,0,0,0
"NVE2735",0,1,0,0,1,0,0,1,1,1
"NVE2736",0,0,0,0,0,0,0,0,0,0
"NVE2737",0,0,0,0,1,0,0,0,0,0
"NVE2738",0,0,0,0,0,0,0,0,0,0
"NVE2739",0,0,0,0,0,0,0,0,0,0
"NVE2740",0,0,0,0,0,0,0,0,0,0
"NVE2742",0,0,0,0,0,0,0,0,0,0
"NVE2743",0,0,0,0,0,0,0,0,0,0
"NVE2744",0,0,0,0,0,0,0,0,0,0
"NVE2746",0,0,0,0,0,0,0,0,0,0
"NVE2747",0,0,0,0,0,0,0,0,0,0
"NVE2748",0,0,0,0,0,0,0,0,0,0
"NVE2749",0,0,0,0,0,0,0,0,0,0
"NVE2750",0,0,0,0,0,0,0,0,0,0
"NVE2751",0,0,0,0,0,0,0,0,0,0
"NVE2752",0,1,0,0,1,0,0,1,0,1
"NVE2753",0,1,0,0,1,0,0,1,0,1
"NVE2754",0,1,0,0,1,0,0,1,1,1
"NVE2755",0,0,0,0,0,0,0,0,1,1
"NVE2756",0,0,0,0,0,0,0,0,0,0
"NVE2757",0,0,0,0,0,0,0,0,0,0
"NVE2758",0,0,0,0,0,0,0,0,0,0
"NVE2759",0,0,0,0,1,0,0,0,0,0
"NVE2760",0,0,0,0,0,0,0,0,0,0
"NVE2761",0,0,0,0,1,0,0,1,0,1
"NVE2762",0,0,0,0,0,0,0,0,0,0
"NVE2763",0,0,0,0,0,0,0,0,0,0
"NVE2764",0,0,0,0,1,0,1,1,0,1
"NVE2765",0,0,0,0,1,0,0,0,0,0
"NVE2766",0,0,0,0,1,1,0,1,0,1
"NVE2767",1,1,0,0,1,1,1,1,1,1
"NVE2768",0,0,0,0,0,0,0,0,0,0
"NVE2769",0,0,0,0,1,1,1,1,0,1
"NVE2770",0,0,0,0,0,0,0,0,0,0
"NVE2771",1,0,0,0,1,1,1,1,0,1
"NVE2772",1,0,0,0,1,1,1,1,1,1
"NVE2773",0,1,1,1,1,0,1,1,1,1
"NVE2774",0,0,0,0,1,0,0,1,0,1
"NVE2775",0,0,0,0,0,0,1,0,0,0
"NVE2776",0,0,0,0,0,0,1,0,0,0
"NVE2777",0,0,0,0,0,0,1,0,0,0
"NVE2778",0,0,0,0,0,0,0,0,0,0
"NVE2779",0,0,0,0,0,0,0,0,0,0
"NVE2780",0,0,0,0,0,0,0,0,0,0
"NVE2781",0,0,0,0,0,0,0,0,0,0
"NVE2782",0,0,0,0,1,0,1,1,0,1
"NVE2783",0,0,0,0,1,0,0,1,0,1
"NVE2784",0,0,0,0,1,0,0,1,0,0
"NVE2785",0,1,0,0,0,0,0,0,0,0
"NVE2786",0,0,0,0,0,0,0,0,0,0
"NVE2787",0,0,0,0,0,0,0,0,0,0
"NVE2788",0,0,0,0,0,0,0,0,0,0
"NVE2789",0,0,0,0,0,0,0,0,0,0
"NVE2790",0,0,0,0,0,0,0,0,0,0
"NVE2791",0,0,0,0,0,0,0,0,0,0
"NVE2792",1,0,0,0,1,1,1,1,0,1
"NVE2793",0,0,0,0,1,0,0,1,0,0
"NVE2794",0,0,0,0,0,0,0,0,0,0
"NVE2795",0,0,0,0,1,0,0,0,0,0
"NVE2796",0,0,0,0,0,0,0,1,1,1
"NVE2797",0,0,0,0,0,0,0,0,0,0
"NVE2798",0,0,0,0,1,0,0,0,0,1
"NVE2799",0,0,0,0,0,0,0,0,0,0
"NVE2800",0,0,0,0,0,0,0,0,0,0
"NVE2801",0,0,0,0,0,0,0,0,0,0
"NVE2802",0,0,0,0,0,0,0,0,0,0
"NVE2803",0,0,0,0,0,0,0,0,0,0
"NVE2805",0,0,0,0,0,0,0,0,0,0
"NVE2806",0,0,1,0,0,0,0,0,0,0
"NVE2807",0,0,0,0,0,0,0,0,0,0
"NVE2808",0,0,0,0,0,0,0,0,0,0
"NVE2809",0,0,0,0,0,0,0,0,0,0
"NVE2810",0,0,0,0,1,0,0,0,0,0
"NVE2811",0,0,0,0,0,0,0,0,0,0
"NVE2812",0,0,0,0,0,0,0,0,0,0
"NVE2813",0,0,0,0,0,0,0,0,0,0
"NVE2814",1,0,0,0,1,1,1,1,1,1
"NVE2815",0,0,0,0,0,0,0,0,1,1
"NVE2816",0,0,0,1,0,0,0,0,0,0
"NVE2817",0,0,0,1,0,0,1,0,1,1
"NVE2818",0,0,0,0,0,0,0,0,0,0
"NVE2819",0,0,0,0,1,0,0,1,0,0
"NVE2820",1,0,0,0,1,1,1,1,0,1
"NVE2821",0,0,0,0,0,0,0,0,0,0
"NVE2822",0,0,0,0,0,0,0,1,0,1
"NVE2823",0,0,0,0,0,0,0,0,0,0
"NVE2824",0,0,0,0,1,0,0,0,0,0
"NVE2825",0,0,0,0,1,1,1,1,1,1
"NVE2826",0,0,0,0,0,0,0,0,0,0
"NVE2827",0,0,0,0,0,0,0,1,1,1
"NVE2828",0,0,0,0,0,0,0,0,0,0
"NVE2829",0,0,0,0,0,0,0,0,0,0
"NVE2830",0,0,0,0,0,1,1,1,1,1
"NVE2831",0,0,0,0,0,0,0,0,0,0
"NVE2832",0,0,0,0,1,1,0,1,0,1
"NVE2833",1,0,0,0,1,1,1,1,1,1
"NVE2834",0,0,0,0,0,0,0,0,0,0
"NVE2835",0,1,0,0,1,0,1,1,1,1
"NVE2836",0,0,0,0,0,0,0,0,0,0
"NVE2837",0,0,0,0,0,0,0,0,0,0
"NVE2838",0,0,0,0,0,0,0,0,0,0
"NVE2839",0,0,0,0,0,0,0,0,0,0
"NVE2840",0,0,0,0,0,0,0,0,0,0
"NVE2841",0,0,0,0,0,0,0,0,0,0
"NVE2842",0,0,0,0,0,0,0,0,0,0
"NVE2843",0,0,0,0,0,0,0,0,0,0
"NVE2844",0,0,0,0,0,0,0,0,0,0
"NVE2845",0,0,0,0,0,0,0,0,0,0
"NVE2846",0,0,0,0,0,0,0,0,0,0
"NVE2847",0,0,0,0,0,0,0,0,0,0
"NVE2848",0,0,0,0,0,0,0,0,0,0
"NVE2849",0,0,0,0,0,0,0,0,0,0
"NVE2850",0,0,0,0,0,0,0,0,0,0
"NVE2851",0,0,0,0,0,0,0,0,0,0
"NVE2852",0,0,0,0,0,0,0,0,0,0
"NVE2853",0,0,0,0,0,0,0,0,0,0
"NVE2854",0,0,0,0,0,0,0,0,0,0
"NVE2855",0,0,0,0,0,0,0,0,0,0
"NVE2856",0,0,0,0,0,0,0,0,0,0
"NVE2857",0,0,0,0,1,0,1,1,0,1
"NVE2858",0,0,0,0,0,0,0,0,0,0
"NVE2859",0,0,0,0,0,0,0,0,0,0
"NVE2860",0,0,0,0,1,0,1,1,0,1
"NVE2861",0,0,0,0,0,0,0,0,0,0
"NVE2862",0,0,0,0,0,0,0,0,0,0
"NVE2863",0,0,0,0,0,0,0,0,0,0
"NVE2864",0,0,0,0,1,0,0,0,0,0
"NVE2865",1,0,0,0,1,0,0,1,0,0
"NVE2866",0,0,0,0,0,0,0,0,0,0
"NVE2867",0,0,0,0,0,0,0,0,0,0
"NVE2868",0,0,0,0,0,0,0,0,0,0
"NVE2869",0,0,0,0,1,0,0,0,0,0
"NVE2870",0,0,0,0,1,1,1,1,1,1
"NVE2871",0,1,0,0,1,1,1,1,1,1
"NVE2872",0,0,0,0,1,0,0,1,0,0
"NVE2873",0,0,0,0,0,0,0,0,0,0
"NVE2874",0,0,0,0,1,1,0,1,0,1
"NVE2875",0,0,0,0,0,0,0,0,0,0
"NVE2876",1,0,0,0,1,1,1,1,0,1
"NVE2877",0,0,0,0,0,0,0,0,0,0
"NVE2878",0,0,0,0,0,0,1,0,0,0
"NVE2879",0,0,0,0,0,0,0,0,0,0
"NVE2880",0,0,0,0,0,0,0,0,0,0
"NVE2881",0,0,0,0,0,0,0,0,0,0
"NVE2882",1,0,0,0,1,1,0,1,0,0
"NVE2883",0,0,0,0,0,0,0,0,0,0
"NVE2884",0,0,0,0,0,0,0,0,0,0
"NVE2885",0,0,0,0,0,0,0,0,0,0
"NVE2886",0,0,0,0,0,0,0,0,0,0
"NVE2887",0,0,0,0,0,0,0,0,0,0
"NVE2889",0,0,0,0,0,0,0,0,0,0
"NVE2890",0,0,0,0,0,0,0,0,0,0
"NVE2892",0,0,0,0,1,0,1,1,0,1
"NVE2893",1,0,0,0,1,1,1,1,0,1
"NVE2894",0,0,0,0,0,0,1,0,0,0
"NVE2895",0,0,0,0,0,0,0,0,0,0
"NVE2896",0,0,0,0,0,0,0,0,0,0
"NVE2897",0,0,0,0,0,0,0,0,0,0
"NVE2898",1,0,0,0,1,0,0,1,0,1
"NVE2900",0,0,0,0,0,0,1,0,0,0
"NVE2901",0,1,0,0,0,0,0,0,1,0
"NVE2902",0,0,0,1,0,0,1,1,1,1
"NVE2903",0,0,0,0,1,0,0,0,0,0
"NVE2904",1,0,1,0,0,0,0,0,0,0
"NVE2905",0,0,0,0,0,0,0,0,0,0
"NVE2906",0,0,0,0,0,0,0,0,0,0
"NVE2907",0,0,0,0,0,0,0,0,0,0
"NVE2908",1,1,0,0,1,1,1,1,1,1
"NVE2909",0,0,0,0,1,1,1,1,1,1
"NVE2910",0,0,0,0,0,0,0,0,0,0
"NVE2911",0,0,0,0,0,0,0,0,0,0
"NVE2912",0,0,0,0,0,0,0,0,0,0
"NVE2913",0,0,0,0,0,1,0,0,0,0
"NVE2914",0,0,0,0,0,0,0,0,0,0
"NVE2915",0,0,0,0,1,0,0,0,0,0
"NVE2916",0,0,0,0,0,0,0,0,0,0
"NVE2917",0,0,0,0,0,0,0,0,0,0
"NVE2918",0,1,0,0,1,0,0,1,0,1
"NVE2919",0,0,0,0,0,0,0,0,0,0
"NVE2920",0,0,0,0,0,0,0,0,0,0
"NVE2921",0,0,0,0,0,0,0,0,0,0
"NVE2922",0,0,0,0,0,0,0,0,0,0
"NVE2923",0,0,0,0,1,0,1,1,0,1
"NVE2924",0,0,0,0,0,0,0,0,0,0
"NVE2925",0,0,0,0,0,0,0,0,0,0
"NVE2926",0,0,0,0,0,0,0,0,0,0
"NVE2927",0,0,0,0,0,0,0,0,0,0
"NVE2928",0,0,0,0,0,0,0,0,0,0
"NVE2929",0,0,0,0,0,1,0,1,0,1
"NVE2930",0,1,1,1,0,0,1,1,1,1
"NVE2931",0,0,0,0,0,0,0,0,0,0
"NVE2932",0,1,0,1,1,0,1,1,1,1
"NVE2933",1,0,0,0,1,1,1,1,0,1
"NVE2934",0,0,0,0,0,0,0,0,0,0
"NVE2935",0,0,0,0,0,0,0,0,0,0
"NVE2936",0,0,0,0,0,0,0,0,0,0
"NVE2937",1,0,0,0,1,1,1,1,0,1
"NVE2938",0,1,0,0,1,0,1,1,1,1
"NVE2939",0,0,0,0,0,0,0,0,0,0
"NVE2940",0,0,0,0,0,0,0,0,0,0
"NVE2941",0,0,0,0,0,0,0,0,0,0
"NVE2942",0,0,0,0,0,0,0,0,0,0
"NVE2943",0,0,0,0,1,0,0,0,0,0
"NVE2944",0,1,1,0,1,1,1,1,1,1
"NVE2945",0,0,0,0,1,0,0,0,0,0
"NVE2946",0,1,0,0,1,1,1,1,1,1
"NVE2947",0,0,0,0,0,0,0,1,0,0
"NVE2948",0,0,0,0,0,0,0,0,0,0
"NVE2949",0,0,0,0,0,0,1,1,1,1
"NVE2950",0,0,0,0,1,0,0,0,0,0
"NVE2951",0,0,0,0,1,0,0,0,0,0
"NVE2952",0,0,0,0,0,0,0,0,0,0
"NVE2953",0,0,0,0,0,0,0,0,0,0
"NVE2954",0,0,0,0,0,0,0,0,0,0
"NVE2955",0,0,0,0,0,0,0,0,0,0
"NVE2956",0,1,0,0,1,0,0,1,1,1
"NVE2957",0,0,0,0,0,0,0,0,0,0
"NVE2958",0,0,0,0,0,0,0,0,0,0
"NVE2959",1,0,0,0,1,1,1,1,1,1
"NVE2960",0,0,0,0,0,0,0,0,0,1
"NVE2961",0,0,0,0,0,0,0,0,0,0
"NVE2962",0,0,0,0,1,0,0,0,0,0
"NVE2963",0,0,0,1,1,0,1,1,1,1
"NVE2964",1,0,0,0,0,1,1,1,0,0
"NVE2965",0,0,0,0,1,0,0,1,0,1
"NVE2966",0,0,0,0,0,0,0,1,0,0
"NVE2967",0,0,0,0,0,0,0,0,0,0
"NVE2968",0,0,0,0,0,1,0,1,0,0
"NVE2969",1,0,0,0,0,0,0,0,0,0
"NVE2970",0,0,0,0,0,0,0,0,0,0
"NVE2971",0,0,0,0,0,0,0,0,0,0
"NVE2972",0,0,0,0,0,0,0,0,0,0
"NVE2973",0,0,0,0,0,0,0,0,0,0
"NVE2974",1,0,0,0,1,1,1,1,0,1
"NVE2975",0,0,0,0,1,0,0,0,0,0
"NVE2976",0,0,0,0,1,0,1,1,0,0
"NVE2977",0,0,0,0,0,0,0,0,0,0
"NVE2978",0,0,0,0,0,0,0,0,0,0
"NVE2979",0,0,0,0,0,0,0,0,0,0
"NVE2980",0,0,0,0,1,0,0,0,0,0
"NVE2981",0,0,0,0,1,0,1,1,0,0
"NVE2982",0,0,0,0,0,0,0,0,0,0
"NVE2983",0,0,0,0,0,0,0,0,0,0
"NVE2984",0,1,0,0,1,0,0,0,0,0
"NVE2985",0,0,0,0,0,0,0,0,0,0
"NVE2986",0,0,0,0,0,0,0,0,0,0
"NVE2987",0,0,1,1,0,1,1,1,1,1
"NVE2988",0,0,1,0,0,0,0,0,1,0
"NVE2989",0,0,0,0,0,0,0,0,0,0
"NVE2990",0,0,0,0,0,0,0,0,0,0
"NVE2991",0,0,0,0,1,0,1,1,0,1
"NVE2992",0,0,0,0,1,1,1,1,1,1
"NVE2993",0,0,0,0,1,0,0,1,0,1
"NVE2994",0,0,0,0,0,0,0,0,0,0
"NVE2995",0,0,0,0,0,0,0,0,0,0
"NVE2996",0,0,0,0,0,0,0,0,0,0
"NVE2997",0,0,0,0,1,0,0,1,1,1
"NVE2998",0,0,0,0,0,0,0,0,0,0
"NVE2999",0,0,0,0,0,0,0,0,0,0
"NVE3000",0,0,0,0,0,0,0,0,0,0
"NVE3001",0,0,0,0,1,0,0,1,0,0
"NVE3002",0,0,0,0,0,1,0,0,0,0
"NVE3003",0,0,0,0,1,0,0,0,0,0
"NVE3004",0,0,0,0,0,0,0,0,0,0
"NVE3005",0,0,0,0,0,0,0,0,0,0
"NVE3006",1,0,0,0,1,1,1,1,0,0
"NVE3007",1,0,0,0,1,0,1,1,0,0
"NVE3008",0,0,0,0,0,0,0,0,0,0
"NVE3009",1,0,0,0,1,1,1,1,0,0
"NVE3010",0,0,0,0,1,0,1,1,0,1
"NVE3011",0,0,0,0,0,0,0,0,0,0
"NVE3012",0,0,0,0,0,0,0,0,0,0
"NVE3013",1,0,0,0,0,0,0,0,0,0
"NVE3014",0,1,0,0,1,0,0,1,1,1
"NVE3015",0,0,0,0,0,0,0,0,0,0
"NVE3016",0,0,0,0,0,0,0,0,0,0
"NVE3017",0,0,0,0,0,0,0,0,0,0
"NVE3018",0,0,0,0,0,0,0,0,0,0
"NVE3019",0,0,0,0,0,0,0,0,0,0
"NVE3020",0,0,0,0,0,0,0,0,0,0
"NVE3021",0,0,0,0,1,0,0,0,0,0
"NVE3022",1,0,0,0,1,1,1,1,1,1
"NVE3023",0,0,0,0,1,0,0,0,0,0
"NVE3024",0,0,0,0,1,1,1,1,0,1
"NVE3025",1,1,0,0,0,0,0,0,0,0
"NVE3026",0,0,0,0,1,0,0,1,0,0
"NVE3027",0,0,0,0,0,0,0,0,0,0
"NVE3028",0,0,0,0,0,0,1,0,0,0
"NVE3029",0,1,0,0,1,1,1,1,1,1
"NVE3030",0,0,0,0,1,0,1,1,0,1
"NVE3031",0,0,0,0,0,0,0,0,0,0
"NVE3032",0,0,0,0,1,0,0,0,0,0
"NVE3033",0,0,0,0,0,0,0,0,0,0
"NVE3034",0,0,0,0,0,0,0,0,0,0
"NVE3035",0,0,0,0,1,0,0,0,0,0
"NVE3036",0,0,0,0,0,0,0,0,0,0
"NVE3037",0,0,0,0,0,0,0,0,0,0
"NVE3038",0,1,0,0,0,0,0,0,1,0
"NVE3039",0,0,0,0,1,0,1,1,0,1
"NVE3040",0,0,0,0,0,0,0,0,0,0
"NVE3041",0,0,0,0,0,0,0,1,0,0
"NVE3042",0,0,0,0,0,0,0,0,0,0
"NVE3043",0,0,0,0,0,0,0,0,0,0
"NVE3045",0,0,0,0,0,0,0,0,0,0
"NVE3046",0,0,0,0,1,0,0,1,0,1
"NVE3047",0,1,0,0,1,1,1,1,1,1
"NVE3048",0,1,0,0,1,1,1,1,1,1
"NVE3049",0,0,0,0,1,0,1,0,0,0
"NVE3050",0,0,0,0,0,0,0,0,0,0
"NVE3051",0,1,0,0,0,0,0,1,1,1
"NVE3052",1,0,0,0,1,1,1,1,0,0
"NVE3053",0,0,0,0,0,0,0,0,0,0
"NVE3054",0,0,0,0,0,0,0,0,0,0
"NVE3055",0,0,0,0,0,0,0,0,0,0
"NVE3056",0,0,0,1,0,0,0,0,1,0
"NVE3057",0,0,0,0,1,0,0,1,1,1
"NVE3058",0,0,0,0,0,0,0,0,0,0
"NVE3059",0,0,0,0,0,0,0,0,0,0
"NVE3060",0,0,0,0,0,0,0,0,0,0
"NVE3061",1,0,0,1,1,1,1,1,1,1
"NVE3062",1,0,0,0,1,1,1,1,0,1
"NVE3063",0,0,0,0,1,1,0,1,0,1
"NVE3064",1,0,0,0,1,1,1,1,0,1
"NVE3065",0,0,0,0,0,0,0,1,0,1
"NVE3066",0,0,0,0,0,0,0,0,0,0
"NVE3067",0,0,0,0,0,0,0,0,0,0
"NVE3068",0,0,0,0,1,0,0,1,0,1
"NVE3069",0,0,0,0,1,0,0,1,0,1
"NVE3070",0,0,0,0,1,0,0,1,0,1
"NVE3071",0,0,0,0,0,0,0,0,0,0
"NVE3072",1,0,0,0,1,1,1,1,1,1
"NVE3073",0,0,0,0,0,0,0,0,0,0
"NVE3074",0,0,0,0,1,0,0,1,0,1
"NVE3075",0,0,0,0,0,0,0,0,0,0
"NVE3076",0,0,0,0,1,1,0,1,0,0
"NVE3077",0,0,0,0,0,0,0,0,0,0
"NVE3078",0,1,0,0,1,1,1,1,1,1
"NVE3079",0,0,0,0,1,1,1,1,0,1
"NVE3080",0,0,0,0,0,0,0,0,0,0
"NVE3081",0,0,0,0,1,1,1,1,1,1
"NVE3082",0,0,0,0,0,0,0,1,1,1
"NVE3083",0,0,0,0,1,0,1,1,0,1
"NVE3084",0,0,0,0,1,0,0,1,0,0
"NVE3085",1,0,0,0,1,1,1,1,1,1
"NVE3086",0,0,0,0,0,0,0,0,0,0
"NVE3087",0,0,0,0,1,0,0,0,0,0
"NVE3088",0,0,0,0,0,0,0,0,0,0
"NVE3089",0,0,0,0,0,0,0,0,0,0
"NVE3090",0,0,0,0,0,0,0,0,0,0
"NVE3091",0,0,0,0,0,0,0,0,0,0
"NVE3092",0,0,0,0,0,0,0,0,0,0
"NVE3093",0,0,0,0,1,0,1,1,0,0
"NVE3094",1,0,0,0,1,1,1,1,1,1
"NVE3095",0,0,0,0,0,0,1,0,0,0
"NVE3096",0,0,0,0,0,0,0,0,0,0
"NVE3097",0,0,0,0,0,0,0,1,0,0
"NVE3098",1,0,0,0,1,0,0,1,0,0
"NVE3099",0,0,0,0,0,0,0,0,0,0
"NVE3100",0,0,0,0,0,0,0,0,0,0
"NVE3101",0,0,0,0,0,0,0,0,0,0
"NVE3102",0,0,0,0,0,0,0,0,0,0
"NVE3103",0,0,0,0,0,0,0,0,0,0
"NVE3104",0,0,0,0,0,0,0,0,0,0
"NVE3105",0,0,0,0,0,0,0,0,0,0
"NVE3106",0,0,0,0,0,0,0,0,0,0
"NVE3107",0,0,0,0,0,0,0,0,0,0
"NVE3108",0,0,0,0,1,0,0,1,0,0
"NVE3109",0,0,0,0,0,0,0,0,0,0
"NVE3110",1,0,0,0,1,1,1,1,0,1
"NVE3111",1,0,0,0,1,1,1,1,0,1
"NVE3112",0,0,0,0,0,0,0,0,0,0
"NVE3113",0,0,0,1,0,1,1,1,1,1
"NVE3114",0,0,0,0,0,0,0,0,0,0
"NVE3115",0,0,0,0,0,0,0,0,0,0
"NVE3116",0,0,0,0,0,0,0,0,0,0
"NVE3117",0,0,0,0,0,0,0,0,0,0
"NVE3118",0,0,0,0,0,0,0,0,0,0
"NVE3119",0,0,0,0,0,0,0,0,0,0
"NVE3120",0,0,0,0,0,0,0,0,0,0
"NVE3121",0,0,0,0,0,0,0,0,0,0
"NVE3122",0,0,0,0,0,0,0,0,0,0
"NVE3123",1,0,0,0,1,0,1,0,0,0
"NVE3124",0,0,0,1,0,0,1,1,1,1
"NVE3125",0,0,0,0,1,0,1,1,0,1
"NVE3126",1,0,0,0,1,0,0,1,0,0
"NVE3127",0,0,0,0,0,0,0,0,0,0
"NVE3128",0,0,0,0,0,0,0,0,0,0
"NVE3129",0,0,0,0,0,0,0,0,0,0
"NVE3130",1,0,0,0,1,1,1,1,1,1
"NVE3131",0,0,0,0,0,0,0,0,0,0
"NVE3132",0,0,0,0,0,0,0,0,0,0
"NVE3133",0,0,0,0,0,0,0,0,0,0
"NVE3134",0,0,0,0,0,0,0,0,0,0
"NVE3135",1,0,0,0,1,1,1,1,0,1
"NVE3136",0,0,0,0,0,0,0,0,0,0
"NVE3137",0,0,0,0,0,0,0,0,0,0
"NVE3138",0,0,0,0,0,0,0,0,0,0
"NVE3139",0,0,0,0,0,0,0,0,0,0
"NVE3140",0,0,0,0,1,0,0,0,0,0
"NVE3141",0,0,0,0,0,0,0,0,0,0
"NVE3142",0,0,0,0,0,0,0,0,0,0
"NVE3143",0,0,0,0,1,1,1,1,1,1
"NVE3144",0,0,0,0,0,0,0,0,0,0
"NVE3145",1,0,0,0,1,0,1,1,0,1
"NVE3146",0,0,0,0,0,0,0,0,0,0
"NVE3147",0,0,0,0,0,0,1,1,0,0
"NVE3148",0,0,0,0,0,0,0,0,0,0
"NVE3149",0,0,0,0,1,1,0,1,0,1
"NVE3150",0,0,0,0,1,0,0,1,0,1
"NVE3151",0,0,0,0,0,0,0,0,0,0
"NVE3152",0,0,0,0,0,0,0,0,0,0
"NVE3153",1,1,1,1,0,0,0,0,1,1
"NVE3154",0,0,0,1,1,1,1,1,1,1
"NVE3155",0,0,0,0,0,0,0,0,0,0
"NVE3156",0,0,0,0,0,0,0,0,0,0
"NVE3157",0,0,0,0,0,0,0,0,0,0
"NVE3158",0,0,0,0,0,0,0,0,0,0
"NVE3159",0,0,0,0,0,0,0,0,0,0
"NVE3160",0,0,0,0,0,0,0,0,0,0
"NVE3161",0,0,0,0,0,0,0,0,0,0
"NVE3162",0,0,0,0,0,0,0,0,0,0
"NVE3165",0,0,0,0,0,0,0,0,0,0
"NVE3166",0,0,0,0,0,0,0,0,0,0
"NVE3167",0,0,0,0,0,0,0,0,0,0
"NVE3168",0,0,0,0,0,0,0,0,0,0
"NVE3169",0,0,0,0,0,0,0,0,0,0
"NVE3170",0,0,0,0,0,0,0,0,0,0
"NVE3171",1,0,0,0,0,0,1,1,0,0
"NVE3172",0,0,0,0,0,0,0,0,0,0
"NVE3173",0,0,0,0,0,0,0,0,0,0
"NVE3174",0,0,0,0,0,0,0,0,0,0
"NVE3175",0,0,0,0,1,0,1,1,0,1
"NVE3176",0,0,0,0,0,0,0,0,0,0
"NVE3177",0,0,0,0,0,0,0,0,0,0
"NVE3178",0,0,0,0,0,0,0,0,0,0
"NVE3179",0,0,0,0,0,0,0,0,0,0
"NVE3180",0,0,0,0,0,0,0,0,0,0
"NVE3181",0,0,0,0,0,0,0,0,0,0
"NVE3182",1,0,0,0,1,0,1,1,0,1
"NVE3183",0,0,0,0,1,0,0,0,0,0
"NVE3184",0,1,0,0,1,1,1,1,1,1
"NVE3185",0,0,0,0,0,0,0,0,0,0
"NVE3186",0,0,0,0,0,0,0,0,0,0
"NVE3187",1,0,0,0,1,0,0,0,0,0
"NVE3188",0,0,0,0,1,1,1,1,0,1
"NVE3189",0,1,0,0,1,1,1,1,1,1
