,G03278,G03279,G03280,G03281,G03282,G03283,G03284,G03285,G03286,G03287,G03288,G03289,G03290,G03291,G03292,G03303,G03304,G03305,G03306,G03307,G03308,G03309,G03310,G03311,G03312,G03313,G03314,G03315,G03316,G03317,G03318,G03324,G03325,G03326,G03327,G03328,G03329,G03330,G03331,G03332,G03333,G03334,G03335,G03336,G03337,G03338,G03344,G03345,G03346,G03347,G03348,G03349,G03350,G03351,G03352,G03353,G03354,G03355,G03356,G03357,G03358,G03369,G03370,G03371,G03372,G03373,G03374,G03375,G03376,G03377,G03378,G03379,G03380,G03381,G03382
cluster1696,0.00875129,0.008476262,0.008043448,0.007369143,0.010668662,0.007735836,0.002367424,0.006305594,0.005270225,0.008196929,0,0,0,0,0,0.036254938,0.024545935,0.014087529,0.014614162,0.011133805,0.009007353,0.006993648,0.007190311,0.008497375,0.011606076,0,0,0,0.01238564,0,0,0.027057984,0.022532815,0.030587318,0.03322835,0.049488848,0.017402314,0.048686696,0.046404182,0.036384669,0.02716909,0.045342695,0.014533006,0,0.029241151,0.004893364,0.026323299,0.020770475,0.007459852,0.017434761,0.021184072,0.011128028,0.034367627,0.017710546,0.043320338,0.021970811,0.036051524,0.017482697,0.000447523,0.019386163,0.016007656,0.008036117,0.010900459,0.023715181,0.012234491,0.012741033,0.017312327,0.005971742,0.016363544,0.032919835,0.031228892,0.083833211,0.028610158,0.013347316,0.033820494
cluster1697,0.017378741,0.017828007,0.013818232,0.013000049,0.011527697,0.006553972,0.002998737,0.015032727,0.01033904,0.005912955,0.001481957,0.005822035,0.002449439,0.001911894,0.005003608,0.007195473,0.019218847,0.005845967,0.007011536,0.003088572,0.002258403,0.00025223,0.001558356,0.001279528,0.000546168,0.002204235,0.008180381,0.001973054,0.014070943,0.005045692,0.008284231,0.005057163,0.009333982,0.01239605,0.014246761,0.019005576,0.000677247,0.001236844,0.001159644,0.001679292,0.001808997,0.015814167,0.012885932,0.034340254,0.038445602,0.05453414,0.008631759,0.010625738,0.001139323,0.010334223,0.008573026,0.003294118,0.0049192,0.000947242,0.006901228,0.001286224,0.018705737,0.017867214,0.022972829,0.020912086,0.030275349,0.002979684,0.00833932,0.003711041,0.002830542,0.001992673,0.005338276,0.002464932,0.001418512,0.006947778,0.002544243,0.018117532,0.020435827,0.05129183,0.029019079
cluster1698,0.003219814,0.003263163,0.00305926,0.002546149,0.002826503,0.002793496,0.003878066,0.004027908,0.002551192,0.002080954,0.022402253,0.015525426,0.022243554,0.015215486,0.024464758,0.002668944,0.003696815,0.002145309,0.001793649,0.000996314,0.000341387,0.00077962,0.000410094,0.000393701,0.00068271,0.001120185,0.000481199,0.001352951,0.007597239,0.000252285,0.000204189,0.001102202,0.000996597,0.001533264,0.00088778,0.003159851,0.000294455,0.000764595,0.000202478,0.001474046,0.001570073,0.000393714,0,0.000157434,0.000325559,0.003111388,0.0040662,0.001224365,0.004557292,0.004138212,0.001087159,0.004484429,0.000511953,0.016217923,0.005884205,0.014673457,0.002437648,0.000435786,0.001704848,0.002358245,0.00417591,0.012911964,0.021238717,0.040437045,0.045101526,0.007467493,0.064392957,0.009199024,0.049293277,0.035079963,0.028954834,0.008119971,0.011008647,0.009962818,0.00669671
cluster1699,0,0,0.000240616,0.000171375,0.000277108,0.005193038,0.00719246,0.005322592,0.005135952,0.010760056,0,0,0,0,0,0,0.000367385,8.94E-05,0,0,0.001286765,0.002178349,0.001366979,0.001312336,0.001024066,0,0,0,0.001926061,0,0,0.000129671,0.000364609,0.000519751,0.000782092,0.000789963,0.005123524,0.014864622,0.008117511,0.015953278,0.007372517,0.000721808,0.000613616,0.000806848,0,0.000565707,0.000368574,0.002951594,0.000759549,0.001967347,0.001428838,0.006698962,0.01079553,0.016103106,0.003269003,0.003727425,0.001308632,0.001973853,0.002258924,0,0.002827439,0.000752445,0.011806228,0.001655923,0.000491251,0.001771265,0.011343837,0.003328929,0.041643447,0.030418635,0.018935471,0.001706901,0.001314465,0.006482982,0
cluster1700,0.000412797,0,0,0,0,0.004512571,0.004802489,0.021026637,0.009835515,0.007308717,0,0,0,0,0,0,0,0,0,0,0.001444328,0.00029809,0.001120923,0.000918635,0,0,0,0,0,0,0,0,0,0,0,0,0.00138394,0.000719619,0.000644247,0.001977833,0.00252577,0,0,0,0,0,0.000891711,0.004044777,0.000976563,0.001153272,0.001801578,0.012429066,0.004629836,0.000717607,0.01973509,0.002677446,0,0,0,0,0,0.003130173,0.005840647,0.007436868,0.005567512,0.003985347,0.0202595,0.007115267,0.00582603,0.016497815,0.006822173,0,0,0,0
cluster1701,0,0,0,0.000293786,0.000277108,0,0.000496032,0,0,0,0.001852446,0.000576958,0.000827513,0.000577551,0.000962232,0.000298922,0.000344424,0,8.15E-05,0,0,0.00050446,0,0.000131234,0,0.000325215,0.000171857,0.000197305,0.001177037,0,0,0.000864472,0.000145843,0,0.000549578,0,0,0.000337321,0,0.000839646,0.000307188,0,0,0,0,0,0.000998716,0,0.000895182,0.000542716,0,0.000525952,0,0.001090763,0.000629586,0.002099958,0.000307913,0.000589592,0.000255727,0.000589561,0.00047849,0.003732129,0.005372146,0.013395233,0.015041639,0.00313997,0.016255792,0.001550112,0.013121232,0.008375231,0.008353222,0.001877591,0.002998624,0.002526456,0.001684707
cluster1702,0,0,0,0,0.000720481,0,0,0.000911074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001417795,0,0,0,0,0,0.000782092,0.000929368,0,0,0,0.000503788,0,0,0,0,0,0,0.000725258,0.001661638,0.00132921,0.001560309,0.002267503,0,0,0,0,0,0,0,0,0,0,0.008306998,0.013024331,0.014045774,0.008678769,0.008332998,0.001983318,0.00060988,0.003723593,0.002198024,0.002431666,0,0.002033313,0.001287063,0
cluster1703,0,0,0,0,0,0.000322326,0.000338203,0.000455537,0,0.000177642,0.001951244,0.001311269,0.003508656,0.001274596,0.00476305,0,0,0.000143021,0,0.000149447,0,0.00080255,0.000464773,0.000787402,0.001194743,0.000542025,0.000309342,0.001071086,0.000882778,0.00016819,0,0.000669966,0.000559067,0.000181913,0,0,0.000677247,0.000517226,0,0.002425644,0.000921565,0,0,0,0.000414348,0,0.000974937,0.000306091,0.000813802,0.001334178,0.000279555,0.001245675,0,0.004305643,0.000581156,0.001601218,0.000153957,0,0.000298348,0.001317843,0.001043978,0.002558315,0.001842771,0.010201668,0.005006082,0.000925888,0.005523633,0.002032934,0.006965905,0.00483818,0.003579952,0.00068276,0.00513463,0.001525408,0.00109506
cluster1704,0.001857585,0.001353018,0.00120308,0.001175146,0.000637349,0.00114605,0.000856782,0.000647342,0.000772071,0.000862835,0.004692864,0.00999187,0.006951111,0.007169601,0.004787106,0,0,0,0,0,0.000367647,0.00059618,0.000164038,0,0.000512033,0,0,0,0,0,0,0.001447991,0,0,0.000232514,0,0.000353346,0,0,0.000970258,0.000238924,0,0,0.000275509,0,0,0.000297237,0.000131182,0.002387153,0.000587943,0,0.000747405,0,0.000688903,0.000532726,0.002283704,0,0,0,0.000762962,0,0,0,0.001079307,0.000959109,0,0.001186284,0,0.000329297,0.0012506,0.00078804,0,0.001766313,0,0
cluster1705,0,0,0,0,0,0.000573025,0.000428391,0.000215781,0.000167842,0.00020302,0,0,0.000132402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002186851,0.000222588,0,0.00215512,0,0,0,0,0,0,0.004905944,0.013461599,0.001922053,0.001169645,0.004146371,0.001093605,0.000381175,0.000151983,0.002867537,0.001283379,0.000536455,0,0,0.000716001
cluster1706,0.002765738,0.00469577,0.002268665,0.00310924,0.00343614,0,0,0,0,0,0,0,0,0,0,0.001708124,0.006681821,0.001662614,0.001182178,0.000846867,0,0.00013758,0,0,0,0,0,0,0,0,0,0.000151283,0.001191055,0.00220894,0.00035934,0.004739777,0,0,0,0.000373176,0,0,0,0,0,0,0.000154563,0.000196773,0.000298394,0.00042965,0.000590172,0,0,0,0,0,0,0,0,0,0,0.000300978,9.37E-05,4.44E-05,0,0,0.00012975,0,0,0,0,0,0,0,0
cluster1707,0,0,0,0,0,0.001862331,0.001691017,0.006785106,0.003289695,0.004035021,0,0,0,0,0,0,0,0,0,0,0.000262605,0.00013758,0.000492113,0.000229659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000562202,0,0,0.000409584,0,0,0,0,0,0.000273458,0,8.14E-05,0,0,0.001522491,0.0011352,0,0.001670824,0.000341243,0,0,0,0,0,0.000240783,0,0.000133065,0,0.00010064,0.001278962,0.001118113,0.000709256,0.00157904,0.000607916,0,0,0,0
cluster1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382537,0,0,0,0,0,0,0,0,0,0,0,0,0.00062338,0.001033458,0.001613697,0.000947082,0.000905131,0,0,0,0,0,0,0,0,0,0,0.002052756,0.001179185,0.001044219,0.001352523,0.003088434,0,0,0,0,0,0,0,0,0,0,0.001658132,0.005976709,0.00562494,0.001389883
cluster1709,0,0,0,0,0,0,0,0.000215781,0,0.00010151,0.002346432,0.000655635,0.000430307,0.001374174,0.003391869,0,0,0,0,0,0,0.00027516,0,0,0.000341355,0.00021681,0,8.46E-05,0,8.41E-05,0,0,0,0,0,0,0,0,0,7.46E-05,0,0,0,0,0.000118385,0,0.000118895,0.000349819,0.000759549,0.000407037,0.00018637,0.000636678,0,0.000574086,0.001065453,0.000971231,0,0,0,0,0,0.000782543,0.002061405,0.001995978,0.002269112,0.000644096,0.000481928,0,0.000709256,0.000555822,0.001170802,0,0.00014377,0,0
cluster1710,0,0,0,0,0,0.000107442,9.02E-05,0,0,0,0.000839776,0.001389945,0.002714243,0.00071696,0.001587683,0,0,0,0,0,0,9.17E-05,0,0,0,0,0,0,0.000267508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51E-05,0,0.000135634,0.000180905,0,0.000304498,0,0.000344451,0.000217934,0,0.000230935,0,0,0,0,0.000571859,0.000999469,0.001345437,0.001660896,0.000322048,0.002539388,0.000177882,0.001773139,0.001680099,0.001418472,0.000365764,0.00125285,0.000238345,0
cluster1711,0.000949432,0.000397947,0.00027499,0.00022034,0.000360241,0.000429769,0.000405844,0.000887099,0.000436388,0.00050755,0,0.000524508,0,0.000378396,0,0,0.000183693,0,6.11E-05,0,0,0,0.000109358,0,0,0,0,0,0.002273822,0,0,0,0.00026738,0,0.000169101,0,0,0,0,0,0,0,0,0,0,0.000254568,0.00114139,0.001814684,0.000217014,0.001356791,0.000838666,0.000553633,0.000289365,0,0,0,0.000102638,0.00046142,0.000106553,0,0.000304493,0.000752445,0.002248805,0.001049737,0.000538037,0.000462944,0,0,0.000177314,0,0,0.000609607,0.000780464,0.000858042,0.000758118
cluster1712,0,0,0.000103121,0,0,0,0,0,0,0,0.005532641,0.003881356,0.004303068,0.002549191,0.003776762,0.000106758,0,0,0,0,0.000131303,0.0002293,0,0,0,0.00028908,0,0,0,0.000140158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202121,0,0.000325521,0.000271358,0,0.000110727,0,0.000430564,0,0.000209996,0.000179616,0,0,0,0.000173996,0,0.000156167,8.87E-05,0.000257322,0,0.000834106,0,0.000303967,6.32E-05,0.000315216,0,0.000102693,0,0
cluster1713,0.000288958,0,0,0.000269304,0,0,0,0.000455537,0,0.000329907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000502864,0,0.000339198,0.000465925,0,0.000111294,0,0.000363223,0,0,0,0,0,0,0.002919488,0.004372677,0.003326631,0.002245719,0.001368705,0,0,0.000734586,0.000265279,0.000382762,0,0.000451847,0,0.000421177
cluster1714,0,0,0,0,0,0.00017907,9.02E-05,0,6.71E-05,0,0.000444587,0,0.000827513,0.000258902,0.000505172,6.41E-05,0,0,0,0,0,0,0,0,0,0,0,0.000169119,0.000107003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023779,0,5.43E-05,0,0,0.000276817,0,0.000631494,0.000460082,0.000446241,0.000153957,0,0.000149174,0,8.70E-05,0.000601956,0.001717837,0.001123662,0.002198933,0.00030192,0.002168675,0.000177882,0.002963676,0.00141482,0.00078804,0.000121921,0.000164308,0.000333683,0.000210588
cluster1715,0.000330237,0,0.000206242,0,0,0.002148843,0.001533189,0.00786401,0.001107755,0.002309351,0,0.000262254,0,0.000119493,0.00028867,0,0,0,0,0,0,0,0,0,0,0,0,0.000281865,0.000133754,0,0,0,0,0,0,0,0,0.000157417,0,0.000429153,0.000273056,0,0,0,0,0,0.00023779,0.000174909,0,0,0,0.000276817,0,0,0.001138097,0.001706216,0,0,0,0,0,0.000210685,0.000499735,0,0.00072518,0,0.000240964,0.000177882,0.001038553,0.000240014,0.001283379,0,0,0,0
cluster1716,0.000288958,0.000159179,0,0,0,0,0,0.000143854,0,0,0,0,0,0,0,0.000128109,0.00013777,0,0,0,0,0,0.000136698,0,0,0,0,0,0.000160505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306091,0,0,0.00055911,0.000304498,0,0,0.000629586,0.000393742,0,0,0,0,0,0.001866065,0.00549708,0.001611568,0.001099467,0.001549857,0.000240964,0,0,0,0.000495339,0,0,0,0
cluster1717,0,0,0,0,0,0,0,9.59E-05,0,0.000126887,0.000321091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217934,0.000209996,0,0.000102538,0,0,0,0.000541761,0.000749602,0.001404577,0.000795359,0.000120768,0.001927711,0.000177882,0.000962561,0.001515879,0.000765524,0.000219459,0.000349155,0.000286014,0
cluster1718,0,0,0,0,0.000221686,0,0,0,0,0,0,0.000445831,0,0,0,0,0,0,0,0,0,0,0,0,0.000273084,0.00014454,0,0,0.000294259,0,0,0.000129671,0,0,0,0,0.000206119,0.000652154,0,5.60E-05,0,0,0,0,0,0,0,0,0,9.05E-05,0,0.000193772,0.0007568,0.00040186,0,0.00052499,0,0.00023071,0.000127864,0,0,0,0.000249867,0.000384411,0.000491251,0,0.000852641,0.00015247,0.001063884,0.000770572,0.000450308,0.000121921,0.000780464,0.000762704,0.000505412
cluster1719,0,0,0,0,0,0,0,0,0,0.00010151,0.000543384,0,0,0.005755596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271267,0,0,0,0,0.000143521,0.000387437,0,0,0,0,0.00010404,0,0,0,0,0,0,0,0,0,0.000101059,0,0,0,0,0
cluster1720,0,0,0,0,0,0.000250698,0.000315657,0.000719269,0.000134273,0.000456795,0.000222294,0.000498282,0.000860614,0.000458058,0.000312726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223906,0,0,0,0,0,0,0.000142674,0,0,0,0,0,0.000111294,0,0,0,0,0,0,0,0,0,9.37E-05,0.000280915,0,0,0.000352178,0.00045741,0.000227975,0.000606352,0.000855586,0,0,0,0
cluster1721,0,0,0,0,0,0,0,0,0,0,0.000938573,0,0.000231704,0.00035848,0.000120279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133754,0,0,0,9.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114817,0,0.000183746,0,0,0,0,0,0.000180587,0.000780835,0.001034952,0.000771966,0.00060384,0.000593142,0.000101647,0.000633264,0.000240014,0.000225154,0,8.22E-05,0,0
cluster1722,0,0,0,0,0,0,0,0,0,0,0.002716921,0.000839212,0.001125418,0.000617382,0.002140967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57E-05,0,0,0,0,0.000110727,0,0.000344451,0.000217934,0.000341243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster1723,0,0,0,0,0,0,0,0,0,5.08E-05,0.000864475,0,0.000529608,0.000398311,0.000625451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57E-05,6.56E-05,0,6.78E-05,0,0,0,0.000287043,9.69E-05,0,0,0,0,0,0,9.03E-05,0.000312334,0.000650541,0.00016375,8.05E-05,0.000593142,0.000177882,0.000607934,0.00021475,0.000517855,0,8.22E-05,0,0.000210588
cluster1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180905,0,0,0,0,0,0,0,0,0,0,0,0,0.000468501,0.000620971,0.000538037,0.002999074,0.000296571,0,0.000481281,0.00016422,0,0,0.000184847,0,0
cluster1725,0,0,0,0,0,0,0,0.000431562,0.00060423,0.00020302,0,0,0,0,0,0,0,0,0,0,0.000183824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000944981,0,0,0,0,0,0,0,0.000443551,0,0.00030192,0,0,0.000329297,0.000341073,0.000495339,0,0,0,0
cluster1726,0,0,0,0,0,0,0,0,0,0,0.000493986,0.001101466,0.000893714,0.000557636,0.000264614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588519,0,0,0,0,0,0.000105688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000459269,0,0.00052499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000609607,0.000267001,0,0
cluster1727,0,0,0,0,0,0,0,0,0,0,0.000172895,0.000262254,0.000297905,0,0.0010344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000787484,0,0,0,0,0,0,0,7.39E-05,0,0,9.27E-05,0,0,0,0.000202639,0,0.000164308,0,0
cluster1728,0,0,0,0,0,0.000787909,0.000270563,0.000839147,0.000302115,0.000431417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157497,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84E-05,0.000315216,0,0,0,0
cluster1729,0,0,0,0,0,0,0,0,0,0,0.000987971,0,0,0.000617382,0.000505172,0,0,0,0,0,0,0,0,0,0,0.000180675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002927,0,0,0,0
cluster1730,0,0,6.87E-05,9.79E-05,0.000138554,0.000787909,0.000992063,0,0.000302115,0.000228397,0.018129276,0.007684036,0.009168846,0.007209432,0.0115949,0.000341625,0,0.000125143,4.08E-05,0.000174355,0,0.00034395,8.20E-05,0.000393701,0.00030722,0.00065043,0.000240599,0.000281865,0.001337542,0.000140158,0,0.000259342,9.72E-05,7.80E-05,0,0,0.000147228,0,0,0.000205247,0.000204792,0,9.69E-05,0,0,0,0.001034384,0.000546591,0.001925998,0.001718602,9.32E-05,0.0016609,0,0.004047305,0.001598179,0.005092398,0.000795443,0,0.000745871,0.001872724,0.000608987,0.004394281,0.002436206,0.006076646,0.007766445,0.001751137,0.011510658,0.001041878,0.008131111,0.005128723,0.007992975,0.001511826,0.003738011,0.001573077,0.001052942
cluster1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001330652,0,0,0,0,0,0,0,0,0.000267001,0,0
cluster1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001073748,0,0,0,0,0
cluster1733,0,0,0,0,0,0,0,0,0,0,0.000469286,0.000734311,0,0.000219071,0.00045706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69E-05,0,0,0,0,0,0,0,0,5.91E-05,0,0,0,0,0,0,0,0,0,0,0
cluster1734,0,0,0,0,0,0,0,0,0,0,0,0,0.000264804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129182,0.000216472,0.000591926,0,0,0,0,0.000361811,0,0,0,0,0,0,0,0.000153807,0,0,0,0,0,0,0,0,0,0,0,0,0.000225154,0,0,0,0.000294824
cluster1735,0,0,0,0,0,0.000393955,9.02E-05,0,0,0.000634437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000577488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster1736,0,0,0,0,0,0,0,0,0,0,0,0.00136372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster1737,0,0,0,0,0,0,0,0,0,0,0,0.000472057,0,0,0.000577339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000344795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster1738,0,0,0,0,0,0,0,0,0,0,0.000666881,0,0.000231704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster1739,0,0,0,0,0,0,0,0,0,0,0,0,0.000562709,0,0,0,0,0,0,0,0,0.00011465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000410494,0,0,0,0,0,0,0,0,0,0.000180905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491251,0,0,0,0,0,0,0,0,0,0
cluster1740,0,0,0,0,0,0,0,9.59E-05,0.000268546,0.000228397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26E-05,0,0,0,0,0,0,0,0.000124934,0,0,0,0,0,0,0,0,0,0.000164308,0,0
cluster1741,0,0,0,0,0,0,0,0,0,0,0,0,0.000397206,0.000477973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster1742,0,0,0,0,0,0,0,0,0,0,0,0,0.000331005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027088,0.0001874,0,0,0,9.27E-05,0,0.000126653,0,0,0,0,0,0
cluster1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172894,0.000145843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000553633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster1744,0,0,0,0,0,0,0.000112734,0.000239756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161024,0,0,0,0,0.000202639,0,0,0,0
cluster1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000637298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05E-05,0,0,0,0,0,0,0,0,0
cluster1747,0,0,0,0,0,0,0,0,0,0,0.00034579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101059,0,0,0,0,0
cluster1748,0,0,0,0,0,0,0,0,0,0,0.000271692,0.000576958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000258339,0.000169504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112577,0,0,0,0
cluster1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster1750,0,0,0,0,0,0,0.000202922,0.000167829,0,0.00010151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014785,0,0,0,0,0,0,0,0,0,0,0
cluster1751,0,0,0,0,0,0,0,0,0,0,0,0.000550733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000398311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster1754,0,0,0,0,0,0,0,0,0,0,0,0,0.000562709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
